CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Return,Volatility,BI,Carbon_Score,Energy_Score,ERI
16,Company_16,Energy,Europe,2024,1219.4,45.0,10664.6,9.0,57.7,59.3,45.8,67.9,956950.4,287085.1,9569503.7,49.050000000000004,0.9,3.3057851239669422,99.1245213677844,99.11799097847855,57.950238006442675
16,Company_16,Energy,Europe,2025,1249.8,36.9,5866.9,2.5,59.8,63.6,47.0,68.8,943634.4,283090.3,9436344.2,37.8225,0.25,,99.13682592445308,99.1302946783146,
18,Company_18,Energy,Europe,2015,7905.8,7.3,9920.4,,68.6,62.6,81.4,61.8,6022569.0,1806770.7,60225690.0,,,1.6528925619834711,94.44367192909067,94.43744988997169,58.852092132407506
18,Company_18,Energy,Europe,2016,7833.6,1.8,1889.4,-0.9,67.9,65.1,78.9,59.6,5832359.2,1749707.8,58323592.4,1.7838,0.09,4.132231404958677,94.61943396446459,94.61320030905033,59.456196276190596
18,Company_18,Energy,Europe,2017,8556.8,2.4,2419.7,9.2,68.2,64.4,79.8,60.4,6409746.9,1922924.1,64097469.4,2.6208,0.9199999999999999,7.43801652892562,94.08590289849495,94.07970439251142,60.32452641687897
18,Company_18,Energy,Europe,2018,9566.1,-1.0,22410.1,11.8,69.8,66.5,82.8,60.3,7028856.5,2108656.9,70288564.5,-1.118,1.1800000000000002,73.55371900826447,93.51381900263081,93.50765826912601,80.4104111568307
18,Company_18,Energy,Europe,2019,10444.4,0.9,1175.7,9.2,70.1,66.0,84.8,59.5,7711241.8,2313372.5,77112417.8,0.9828000000000001,0.9199999999999999,47.107438016528924,92.88326563872815,92.8771464188371,72.31431381647172
18,Company_18,Energy,Europe,2020,11604.7,5.0,10578.4,11.1,72.0,65.6,85.6,64.9,8598140.2,2579442.1,85981402.1,5.555,1.1099999999999999,100.0,92.063733375123,92.05766811891874,88.42428029880836
18,Company_18,Energy,Europe,2021,12463.7,2.9,4405.9,7.4,70.9,63.5,83.8,65.5,9415470.5,2824641.2,94154705.2,3.1146000000000003,0.74,91.73553719008264,91.30848502776767,91.30246951865675,85.31285206630966
18,Company_18,Energy,Europe,2022,12305.5,0.2,398.7,-1.3,73.3,66.1,85.0,68.8,9069726.1,2720917.8,90697261.1,0.19740000000000002,0.13,86.77685950413223,91.62796772247182,91.62193117483882,84.6730376307018
18,Company_18,Energy,Europe,2023,11839.6,6.3,10385.7,-3.8,74.0,68.9,80.9,72.3,8496541.5,2548962.4,84965414.9,6.0606,0.38,66.11570247933884,92.15761494328271,92.15154352056926,78.89654243657205
18,Company_18,Energy,Europe,2024,13785.1,15.1,20222.1,16.4,74.9,70.4,82.6,71.7,9745915.4,2923774.6,97459154.4,17.5764,1.64,3.3057851239669422,91.00313972903471,90.9971443178237,59.861792346561764
18,Company_18,Energy,Europe,2025,14675.7,12.4,35497.2,6.5,75.6,72.9,83.3,70.8,10126534.1,3037960.2,101265340.7,13.206,0.65,,90.65143168132434,90.64545950558465,
27,Company_27,Healthcare,Europe,2015,1376.0,14.2,2738.2,,59.2,91.0,47.7,39.0,77479.1,77479.1,154958.2,,,1.6528925619834711,99.93719067157923,99.98787815832665,58.24088153457622
27,Company_27,Healthcare,Europe,2016,1549.9,11.0,1800.9,12.6,60.8,97.3,45.2,40.0,80448.9,80448.9,160897.8,12.386,1.26,4.132231404958677,99.93444644865984,99.98732934990106,59.46402458119978
27,Company_27,Healthcare,Europe,2017,1845.7,13.7,3020.7,19.1,61.5,98.5,45.0,41.1,94256.1,94256.1,188512.2,16.3167,1.9100000000000001,7.43801652892562,99.92168800206657,99.98477782868963,60.66269812482893
27,Company_27,Healthcare,Europe,2018,2050.8,15.9,7535.0,11.1,63.1,100.0,45.4,43.9,102537.6,102537.6,205075.2,17.6649,1.1099999999999999,73.55371900826447,99.91403553991191,99.98324743708869,80.97557229787947
27,Company_27,Healthcare,Europe,2019,2367.2,11.4,3867.1,15.4,63.4,100.0,47.2,42.9,118359.2,118359.2,236718.3,13.1556,1.54,47.107438016528924,99.89941570108724,99.9803236711968,73.12817927941549
27,Company_27,Healthcare,Europe,2020,2781.1,5.4,2603.6,17.5,63.8,100.0,48.1,43.3,139053.3,139053.3,278106.6,6.345000000000001,1.75,100.0,99.88029346271554,99.97649946624014,89.11135858579114
27,Company_27,Healthcare,Europe,2021,3276.1,6.7,4076.0,17.8,64.8,100.0,51.0,43.4,163806.9,163806.9,327613.7,7.8926,1.78,91.73553719008264,99.85742007176074,99.97192509867227,86.92653019111138
27,Company_27,Healthcare,Europe,2022,3762.3,9.2,6109.4,14.8,65.2,100.0,51.9,43.8,188115.5,188115.5,376231.0,10.5616,1.48,86.77685950413223,99.83495787994366,99.96743294703427,85.55353601663525
27,Company_27,Healthcare,Europe,2023,4253.6,12.0,10412.8,13.1,64.8,100.0,51.5,42.9,212678.3,212678.3,425356.6,13.572,1.31,66.11570247933884,99.81226079639443,99.96289382938464,79.22974166895746
27,Company_27,Healthcare,Europe,2024,5268.2,10.7,7977.7,23.9,66.0,100.0,53.1,44.8,263408.6,263408.6,526817.3,13.257299999999997,2.3899999999999997,3.3057851239669422,99.76538381748415,99.95351904202094,60.73551610909111
27,Company_27,Healthcare,Europe,2025,6291.5,9.1,12161.5,19.4,67.5,100.0,55.0,47.7,314574.8,314574.8,629149.6,10.8654,1.94,,99.7181040482275,99.94406372037483,
36,Company_36,Healthcare,Europe,2015,1387.2,19.2,6545.4,,71.7,29.7,97.6,87.8,137592.0,137592.0,275184.0,,,1.6528925619834711,99.88164376676029,99.9767695092573,61.97755042379856
36,Company_36,Healthcare,Europe,2016,1614.4,18.5,5940.1,16.4,71.9,32.0,95.8,87.9,157524.5,157524.5,315049.0,21.534,1.64,4.132231404958677,99.86322527954202,99.97308605449841,62.7769316882957
36,Company_36,Healthcare,Europe,2017,1695.7,20.0,6191.3,5.0,74.2,34.4,99.1,89.2,162683.1,162683.1,325366.2,21.0,0.5,7.43801652892562,99.85845851129096,99.97213276365586,64.45752321366706
36,Company_36,Healthcare,Europe,2018,1863.5,21.6,7150.3,9.9,75.5,36.2,97.9,92.5,176408.2,176408.2,352816.5,23.738400000000002,0.99,73.55371900826447,99.8457759286285,99.96959640499118,84.67919016920328
36,Company_36,Healthcare,Europe,2019,2041.6,20.5,9767.7,9.6,76.3,36.2,99.1,93.4,193204.2,193204.2,386408.4,22.468000000000004,0.96,47.107438016528924,99.83025570229873,99.96649257346189,76.9815810601108
36,Company_36,Healthcare,Europe,2020,2216.1,24.1,10576.5,8.6,76.5,37.6,100.0,91.9,207581.2,207581.2,415162.3,26.172600000000003,0.86,100.0,99.81697073600061,99.96383576448682,92.9061613000975
36,Company_36,Healthcare,Europe,2021,2385.2,28.6,9598.3,7.6,75.9,38.2,99.2,90.4,222478.1,222478.1,444956.1,30.773600000000002,0.76,91.73553719008264,99.80320535974366,99.96108287061011,90.24351880309554
36,Company_36,Healthcare,Europe,2022,2390.3,26.9,10525.3,0.2,76.1,39.2,100.0,89.0,221229.5,221229.5,442459.1,26.953799999999998,0.02,86.77685950413223,99.80435911984101,99.96131358894783,88.81619239299744
36,Company_36,Healthcare,Europe,2023,2744.7,28.2,16966.6,14.8,76.5,42.3,100.0,87.3,248141.7,248141.7,496283.5,32.3736,1.48,66.11570247933884,99.77949108965335,99.95634031057521,82.73187702384736
36,Company_36,Healthcare,Europe,2024,2901.3,28.0,15900.3,5.7,76.2,40.9,98.7,89.0,265049.9,265049.9,530099.8,29.595999999999997,0.5700000000000001,3.3057851239669422,99.7638671856983,99.95321574488696,63.79515212330713
36,Company_36,Healthcare,Europe,2025,2872.1,29.2,11714.4,-1.0,76.6,39.2,100.0,90.6,265870.0,265870.0,531740.0,28.907999999999998,0.1,,99.76310937802903,99.9530641933381,
43,Company_43,Transportation,Europe,2015,444.2,3.9,141.2,,43.8,27.5,83.4,20.5,268455.9,44742.6,894853.0,,,1.6528925619834711,99.76071989521967,99.91951320104259,53.57191438784749
43,Company_43,Transportation,Europe,2016,458.3,-0.5,2237.4,3.2,44.6,31.5,80.4,21.7,269289.4,44881.6,897631.3,-0.516,0.32,4.132231404958677,99.75994970537411,99.91925649108758,54.555510660779944
43,Company_43,Transportation,Europe,2017,437.7,1.9,155.5,-4.5,44.3,34.2,76.7,22.0,252228.8,42038.1,840762.6,1.8144999999999998,0.45,7.43801652892562,99.77571443348329,99.92451105733984,55.46145005684231
43,Company_43,Transportation,Europe,2018,432.2,3.0,137.0,-1.2,45.3,36.2,78.4,21.4,245572.0,40928.7,818573.2,2.964,0.12,73.55371900826447,99.78186560296601,99.92656131824606,75.59780108672174
43,Company_43,Transportation,Europe,2019,380.2,1.4,101.0,-12.0,43.1,31.3,78.2,19.8,223692.7,37282.1,745642.2,1.232,1.2,47.107438016528924,99.80208301710849,99.93330001231404,67.00930801084318
43,Company_43,Transportation,Europe,2020,344.9,-1.7,1060.3,-9.3,44.7,32.6,79.9,21.8,201181.6,33530.3,670605.4,-1.5419,0.93,100.0,99.82288424162219,99.94023327853881,83.3626235040322
43,Company_43,Transportation,Europe,2021,352.3,-2.1,601.2,2.1,43.2,31.3,76.9,21.5,207386.6,34564.4,691288.8,-2.1441,0.21000000000000002,91.73553719008264,99.8171505547696,99.93832216934128,80.43175570184697
43,Company_43,Transportation,Europe,2022,368.8,-2.3,1341.5,4.7,43.2,31.4,78.5,19.7,216871.1,36145.2,722903.5,-2.4080999999999997,0.47000000000000003,86.77685950413223,99.80838646887862,99.93540102755863,78.94181535052712
43,Company_43,Transportation,Europe,2023,396.7,-3.1,1797.1,7.6,41.7,30.4,77.5,17.3,234922.1,39153.7,783073.5,-3.3356000000000003,0.76,66.11570247933884,99.79170656857625,99.92984142708599,72.2890203429341
43,Company_43,Transportation,Europe,2024,394.9,-0.7,1393.5,-0.5,43.3,32.4,77.2,20.1,230494.1,38415.7,768313.7,-0.6965,0.05,3.3057851239669422,99.79579823100708,99.93120520622935,53.927136224637366
43,Company_43,Transportation,Europe,2025,423.4,-2.4,898.5,7.2,44.3,31.1,79.5,22.4,249629.8,41605.0,832099.3,-2.5728,0.72,,99.77811602125604,99.925311530778,
63,Company_63,Consumer Goods,Europe,2015,854.0,15.8,1637.2,,65.6,39.9,69.7,87.0,157203.4,196504.3,786017.2,,,1.6528925619834711,99.86352198975126,99.92956943446654,60.13448605343861
63,Company_63,Consumer Goods,Europe,2016,845.2,16.6,1900.9,-1.0,66.2,43.1,71.1,84.4,151808.9,189761.1,759044.5,16.434,0.1,4.132231404958677,99.86850673974746,99.93206166374473,61.059783102186046
63,Company_63,Consumer Goods,Europe,2017,882.9,17.4,2564.5,4.5,66.4,45.8,68.7,84.8,155274.9,194093.6,776374.6,18.182999999999996,0.45,7.43801652892562,99.86530400668845,99.93046039347465,62.110557838710314
63,Company_63,Consumer Goods,Europe,2018,867.4,20.0,4325.6,-1.8,64.4,42.8,63.5,86.9,156228.6,195285.7,781142.8,19.64,0.18,73.55371900826447,99.86442274687357,99.9300198203157,81.3450042159172
63,Company_63,Consumer Goods,Europe,2019,945.1,19.5,3839.0,9.0,67.6,46.6,63.6,92.7,165215.2,206519.0,826075.9,21.255000000000003,0.9,47.107438016528924,99.85611874199533,99.92586808217384,74.36862876979251
63,Company_63,Consumer Goods,Europe,2020,1011.3,16.8,2325.2,7.0,68.5,47.1,65.3,93.3,176075.5,220094.3,880377.4,17.976000000000003,0.7,100.0,99.84608335773662,99.92085072061383,90.5033868156701
63,Company_63,Consumer Goods,Europe,2021,1135.4,18.2,2468.3,12.3,69.9,52.4,64.2,93.3,189253.6,236567.0,946268.1,20.438599999999997,1.23,91.73553719008264,99.83390622659847,99.91476253768442,88.44039490988138
63,Company_63,Consumer Goods,Europe,2022,1157.7,22.4,5624.9,2.0,70.4,52.2,63.8,95.2,193188.4,241485.5,965941.9,22.848,0.2,86.77685950413223,99.83027030217822,99.91294471372268,87.10170085441985
63,Company_63,Consumer Goods,Europe,2023,1239.1,21.1,4651.3,7.0,72.0,56.6,61.8,97.6,199250.6,249063.2,996252.9,22.577,0.7,66.11570247933884,99.8246685686669,99.91014403149023,81.38167326383308
63,Company_63,Consumer Goods,Europe,2024,1262.4,21.5,6659.4,1.9,72.8,58.5,60.2,99.8,199528.2,249410.2,997640.8,21.908499999999997,0.19,3.3057851239669422,99.82441205432842,99.9100157920105,62.77862110645787
63,Company_63,Consumer Goods,Europe,2025,1282.8,22.9,5652.2,1.6,72.9,61.7,58.3,98.7,196984.4,246230.5,984921.8,23.266399999999997,0.16,,99.82676263492722,99.91119100488089,
65,Company_65,Transportation,Europe,2015,817.4,4.4,695.8,,61.8,25.8,91.4,68.3,500066.9,83344.5,1666889.8,,,1.6528925619834711,99.54670137054326,99.8481783803982,58.91484371878334
65,Company_65,Transportation,Europe,2016,787.0,5.0,351.7,-3.7,62.2,29.0,91.7,66.0,470838.1,78473.0,1569460.3,4.8149999999999995,0.37,4.132231404958677,99.57371003875876,99.8571806920859,59.78584756765654
65,Company_65,Transportation,Europe,2017,737.9,1.6,172.0,-6.2,64.8,32.7,92.9,68.7,430074.6,71679.1,1433582.0,1.5008,0.62,7.43801652892562,99.61137726583627,99.8697356041833,61.567627532681605
65,Company_65,Transportation,Europe,2018,733.2,0.5,55.4,-0.6,65.9,33.3,94.8,69.5,425250.1,70875.0,1417500.4,0.497,0.06,73.55371900826447,99.615835311319,99.87122151528453,81.73352706780005
65,Company_65,Transportation,Europe,2019,777.3,1.1,154.9,6.0,68.8,35.6,100.0,70.7,443405.4,73900.9,1478018.1,1.1660000000000001,0.6,47.107438016528924,99.59905903333109,99.86562978795325,74.66516916921555
65,Company_65,Transportation,Europe,2020,805.1,0.2,29.1,3.6,68.6,37.1,100.0,68.7,454299.1,75716.5,1514330.2,0.20720000000000002,0.36,100.0,99.58899278603599,99.86227461480513,90.47025348016822
65,Company_65,Transportation,Europe,2021,868.3,-2.3,3862.1,7.9,69.5,37.2,100.0,71.3,489696.0,81616.0,1632319.9,-2.4816999999999996,0.79,91.73553719008264,99.5562845281548,99.85137257737973,88.2521925781317
65,Company_65,Transportation,Europe,2022,824.0,-5.3,1095.9,-5.1,68.3,36.3,96.9,71.7,467682.3,77947.1,1558941.1,-5.029699999999999,0.51,86.77685950413223,99.5766261336773,99.85815264736746,86.41001360744863
65,Company_65,Transportation,Europe,2023,831.9,-4.9,2901.7,1.0,68.5,37.2,94.2,74.3,469123.6,78187.3,1563745.4,-4.949000000000001,0.1,66.11570247933884,99.57529431049265,99.85770873863304,80.27131135362679
65,Company_65,Transportation,Europe,2024,803.7,-7.6,3361.5,-3.4,70.5,42.9,92.8,75.9,433816.0,72302.7,1446053.3,-7.3416,0.33999999999999997,3.3057851239669422,99.6079200513334,99.86858327835026,62.03703620312681
65,Company_65,Transportation,Europe,2025,814.4,-4.4,1099.8,1.3,68.9,42.0,91.4,73.2,442830.5,73805.1,1476101.7,-4.4572,0.13,,99.59959026565528,99.86580685988854,
74,Company_74,Energy,Europe,2015,1299.1,-9.8,4682.1,,62.9,8.5,89.3,90.7,1481206.7,444362.0,14812067.2,,,1.6528925619834711,98.64008600038689,98.63358747985085,58.82060246464258
74,Company_74,Energy,Europe,2016,1337.9,-4.1,2513.6,3.0,63.8,8.6,88.4,94.5,1524860.8,457458.2,15248608.2,-4.223,0.3,4.132231404958677,98.59974773459606,98.59325187157553,59.81826934272192
74,Company_74,Energy,Europe,2017,1421.7,-10.3,2533.6,6.3,62.7,7.2,86.2,94.8,1634176.7,490253.0,16341766.6,-10.9489,0.63,7.43801652892562,98.49873514174999,98.49224598895452,60.43960118481859
74,Company_74,Energy,Europe,2018,1743.6,-11.0,1105.6,22.6,65.7,10.5,87.0,99.5,1963790.2,589137.1,19637901.8,-13.486,2.2600000000000002,73.55371900826447,98.19415809237228,98.18768898686386,81.05248511832657
74,Company_74,Energy,Europe,2019,1885.8,-20.0,8028.0,8.2,67.2,14.4,87.3,100.0,2072221.6,621666.5,20722216.1,-21.64,0.82,47.107438016528924,98.09396281556506,98.0875002832779,73.52852402472728
74,Company_74,Energy,Europe,2020,2086.8,-13.0,5565.9,10.7,68.6,17.1,88.6,100.0,2254092.9,676227.9,22540929.2,-14.391,1.0699999999999998,100.0,97.92590591279716,97.91945444298622,89.74907207115669
74,Company_74,Energy,Europe,2021,2381.8,-16.3,4128.6,14.1,69.6,20.6,88.1,100.0,2514377.9,754313.4,25143778.8,-18.598300000000002,1.41,91.73553719008264,97.68539137896502,97.67895579139304,87.4735305910964
74,Company_74,Energy,Europe,2022,2411.5,-8.7,9399.6,1.2,71.7,22.4,92.6,100.0,2516528.6,754958.6,25165285.6,-8.8044,0.12,86.77685950413223,97.6834040396719,97.67696860150696,86.61513237947543
74,Company_74,Energy,Europe,2023,2678.4,1.3,453.7,11.1,72.8,24.6,95.1,98.6,2752358.9,825707.7,27523589.0,1.4443000000000001,1.1099999999999999,66.11570247933884,97.46548670034004,97.45906558177518,80.65962120022469
74,Company_74,Energy,Europe,2024,3009.2,5.9,2490.4,12.4,71.7,24.4,95.5,95.1,3097235.2,929170.6,30972352.3,6.631600000000001,1.24,3.3057851239669422,97.14680616736943,97.140406016,61.35917797386397
74,Company_74,Energy,Europe,2025,3541.1,1.9,995.1,17.7,72.9,27.5,95.6,95.7,3567546.9,1070264.1,35675468.9,2.2363,1.77,,96.7122179303166,96.70584644690867,
80,Company_80,Utilities,Europe,2015,1629.6,9.5,1488.8,,66.3,37.7,88.9,72.5,1220800.0,763000.0,12208000.3,,,1.6528925619834711,98.88071299025285,98.87419860778866,59.936850088203336
80,Company_80,Utilities,Europe,2016,1359.1,11.6,1558.5,-16.6,66.9,40.6,89.9,70.2,995609.0,622255.6,9956090.4,9.674399999999999,1.6600000000000001,4.132231404958677,99.08879915883034,99.08227105825192,60.94388346490406
80,Company_80,Utilities,Europe,2017,1308.0,11.4,1576.0,-3.8,66.8,38.2,90.0,72.2,975598.3,609748.9,9755982.9,10.9668,0.38,7.43801652892562,99.10728990621169,99.10076063364795,61.91301506664962
80,Company_80,Utilities,Europe,2018,1178.7,9.1,1489.2,-9.9,70.0,41.6,93.6,74.7,856838.9,535524.3,8568389.5,8.1991,0.99,73.55371900826447,99.21702869918549,99.21049214150801,82.75161987061804
80,Company_80,Utilities,Europe,2019,1130.3,5.4,697.0,-4.1,71.5,43.2,93.8,77.3,811407.9,507129.9,8114078.5,5.1786,0.41,47.107438016528924,99.25900889699378,99.25246966602728,75.28452711756289
80,Company_80,Utilities,Europe,2020,1056.8,4.8,560.6,-6.5,69.8,39.1,94.1,76.2,783023.6,489389.7,7830235.9,4.488,0.65,100.0,99.28523721089066,99.2786962150237,90.65278668518286
80,Company_80,Utilities,Europe,2021,1176.3,4.9,793.5,11.3,70.1,41.1,94.2,75.0,858808.4,536755.3,8588084.5,5.4537,1.1300000000000001,91.73553719008264,99.21520879648506,99.20867235870415,88.23543738806264
80,Company_80,Utilities,Europe,2022,1232.7,2.1,368.4,4.8,71.1,41.3,95.6,76.5,898590.4,561619.0,8985904.2,2.2008,0.48,86.77685950413223,99.17844851761801,99.17191452935158,87.03313046063359
80,Company_80,Utilities,Europe,2023,1390.1,2.4,482.9,12.8,69.3,40.1,92.6,75.3,1022079.8,638799.9,10220797.7,2.7072000000000003,1.28,66.11570247933884,99.06433900122555,99.0578125767796,80.24914105940267
80,Company_80,Utilities,Europe,2024,1445.1,2.6,525.8,4.0,69.2,41.6,91.3,74.6,1050324.6,656452.9,10503245.9,2.704,0.4,3.3057851239669422,99.03823959132801,99.0317148678513,61.365726429025955
80,Company_80,Utilities,Europe,2025,1519.0,3.7,477.5,5.1,67.9,41.3,92.0,70.5,1107090.9,691931.8,11070909.2,3.8887,0.51,,98.98578508883314,98.97926379337932,
81,Company_81,Healthcare,Europe,2015,5337.6,7.1,7114.3,,74.3,73.7,77.4,71.7,365061.3,365061.3,730122.7,,,1.6528925619834711,99.6714523510021,99.93473398637977,62.70710503607142
81,Company_81,Healthcare,Europe,2016,5184.6,7.4,9571.8,-2.9,74.6,73.4,76.4,73.9,355676.0,355676.0,711352.1,7.1854000000000005,0.29,4.132231404958677,99.68012477182687,99.93646835627558,63.542988047108096
81,Company_81,Healthcare,Europe,2017,5348.2,9.6,12388.9,3.2,77.2,77.9,75.0,78.8,350164.2,350164.2,700328.4,9.9072,0.32,7.43801652892562,99.68521791206767,99.93748692645558,65.31594592638234
